gamma,l,rho,f0
0.4031666666666667,12.0,0.1,0.05
0.5041666666666667,12.0,0.5,0.05
0.449,12.0,1.0,0.05
0.46215384615384614,13.0,0.0,0.05
0.4707692307692308,13.0,0.1,0.05
0.5578461538461539,13.0,0.5,0.05
0.5273846153846153,13.0,1.0,0.05
0.5805714285714286,14.0,0.0,0.05
0.4824285714285714,14.0,0.1,0.05
0.5852857142857143,14.0,0.5,0.05
0.5737142857142857,14.0,1.0,0.05
0.5669333333333333,15.0,0.0,0.05
0.41613333333333336,15.0,0.1,0.05
0.5532,15.0,0.5,0.05
0.6668000000000001,15.0,1.0,0.05
0.58475,16.0,0.0,0.05
0.62275,16.0,0.1,0.05
0.6235,16.0,0.5,0.05
0.567375,16.0,1.0,0.05
0.6324705882352941,17.0,0.0,0.05
0.7164705882352941,17.0,0.1,0.05
0.6551764705882352,17.0,0.5,0.05
0.7191764705882353,17.0,1.0,0.05
0.722,18.0,0.0,0.05
0.6733333333333333,18.0,0.1,0.05
0.7805555555555556,18.0,0.5,0.05
0.7757777777777778,18.0,1.0,0.05
0.6772631578947369,19.0,0.0,0.05
0.5506315789473684,19.0,0.1,0.05
0.7507368421052631,19.0,0.5,0.05
0.6481052631578947,19.0,1.0,0.05
0.6182000000000001,20.0,0.0,0.05
0.7535999999999999,20.0,0.1,0.05
0.8282999999999999,20.0,0.5,0.05
0.8759,20.0,1.0,0.05
0.8058095238095239,21.0,0.0,0.05
0.7997142857142857,21.0,0.1,0.05
0.8306666666666667,21.0,0.5,0.05
0.9534285714285714,21.0,1.0,0.05
0.8919999999999999,22.0,0.0,0.05
0.9084545454545455,22.0,0.1,0.05
0.9229090909090908,22.0,0.5,0.05
0.8621818181818182,22.0,1.0,0.05
0.7666956521739131,23.0,0.0,0.05
0.7921739130434782,23.0,0.1,0.05
0.8519130434782609,23.0,0.5,0.05
0.7924347826086956,23.0,1.0,0.05
0.8572500000000001,24.0,0.0,0.05
0.8401666666666667,24.0,0.1,0.05
0.9558333333333334,24.0,0.5,0.05
0.916,24.0,1.0,0.05
0.92616,25.0,0.0,0.05
0.95408,25.0,0.1,0.05
0.79224,25.0,0.5,0.05
0.8832,25.0,1.0,0.05
0.9786923076923078,26.0,0.0,0.05
0.928,26.0,0.1,0.05
0.9997692307692307,26.0,0.5,0.05
1.000923076923077,26.0,1.0,0.05
0.9651111111111111,27.0,0.0,0.05
0.9267407407407406,27.0,0.1,0.05
0.888,27.0,0.5,0.05
1.0413333333333332,27.0,1.0,0.05
0.9144285714285714,28.0,0.0,0.05
1.0121428571428572,28.0,0.1,0.05
0.947,28.0,0.5,0.05
0.9410714285714287,28.0,1.0,0.05
0.9893103448275863,29.0,0.0,0.05
0.8922758620689656,29.0,0.1,0.05
1.0159310344827586,29.0,0.5,0.05
0.9684137931034482,29.0,1.0,0.05
1.0092,30.0,0.0,0.05
1.0286,30.0,0.1,0.05
1.0662666666666667,30.0,0.5,0.05
1.0094,30.0,1.0,0.05
1.4571999999999998,5.0,0.0,0.01
1.7591999999999999,5.0,0.1,0.01
1.9928000000000001,5.0,0.5,0.01
1.9568,5.0,1.0,0.01
1.8230000000000002,6.0,0.0,0.01
1.692,6.0,0.1,0.01
1.2573333333333332,6.0,0.5,0.01
0.9963333333333333,6.0,1.0,0.01
0.9148571428571428,7.0,0.0,0.01
1.2894285714285714,7.0,0.1,0.01
1.1508571428571428,7.0,0.5,0.01
1.9265714285714286,7.0,1.0,0.01
0.01475,8.0,0.0,0.01
1.36675,8.0,0.1,0.01
1.507,8.0,0.5,0.01
1.743,8.0,1.0,0.01
0.020888888888888887,9.0,0.0,0.01
1.0868888888888888,9.0,0.1,0.01
1.5386666666666668,9.0,0.5,0.01
1.57,9.0,1.0,0.01
0.41180000000000005,10.0,0.0,0.01
0.40940000000000004,10.0,0.1,0.01
0.3648,10.0,0.5,0.01
1.491,10.0,1.0,0.01
0.3074545454545455,11.0,0.0,0.01
0.5674545454545454,11.0,0.1,0.01
1.3578181818181818,11.0,0.5,0.01
1.4561818181818182,11.0,1.0,0.01
0.37633333333333335,12.0,0.0,0.01
0.4965,12.0,0.1,0.01
1.461,12.0,0.5,0.01
1.7221666666666666,12.0,1.0,0.01
0.5093846153846153,13.0,0.0,0.01
0.5767692307692308,13.0,0.1,0.01
1.6247692307692307,13.0,0.5,0.01
1.2001538461538461,13.0,1.0,0.01
0.728,14.0,0.0,0.01
0.5668571428571428,14.0,0.1,0.01
0.45371428571428574,14.0,0.5,0.01
0.9588571428571429,14.0,1.0,0.01
0.6976,15.0,0.0,0.01
0.6786666666666666,15.0,0.1,0.01
0.7089333333333333,15.0,0.5,0.01
1.5141333333333333,15.0,1.0,0.01
0.7375,16.0,0.0,0.01
0.781375,16.0,0.1,0.01
0.886125,16.0,0.5,0.01
0.760625,16.0,1.0,0.01
0.8283529411764706,17.0,0.0,0.01
0.7670588235294117,17.0,0.1,0.01
0.8123529411764706,17.0,0.5,0.01
0.8634117647058824,17.0,1.0,0.01
0.7881111111111111,18.0,0.0,0.01
0.8842222222222222,18.0,0.1,0.01
0.9427777777777777,18.0,0.5,0.01
1.4544444444444444,18.0,1.0,0.01
0.8086315789473685,19.0,0.0,0.01
0.8541052631578948,19.0,0.1,0.01
0.854842105263158,19.0,0.5,0.01
1.2472631578947369,19.0,1.0,0.01
0.8032999999999999,20.0,0.0,0.01
0.8124,20.0,0.1,0.01
0.7414,20.0,0.5,0.01
0.7099,20.0,1.0,0.01
0.9277142857142857,21.0,0.0,0.01
0.8359047619047618,21.0,0.1,0.01
0.8878095238095237,21.0,0.5,0.01
0.9531428571428571,21.0,1.0,0.01
0.9738181818181818,22.0,0.0,0.01
0.9241818181818182,22.0,0.1,0.01
0.6976363636363637,22.0,0.5,0.01
1.5852727272727272,22.0,1.0,0.01
0.9125217391304348,23.0,0.0,0.01
0.9908695652173912,23.0,0.1,0.01
0.9340869565217392,23.0,0.5,0.01
1.0238260869565217,23.0,1.0,0.01
0.8599166666666668,24.0,0.0,0.01
0.92075,24.0,0.1,0.01
0.8638333333333333,24.0,0.5,0.01
1.49225,24.0,1.0,0.01
0.80896,25.0,0.0,0.01
0.88248,25.0,0.1,0.01
1.47688,25.0,0.5,0.01
1.53584,25.0,1.0,0.01
0.9225384615384615,26.0,0.0,0.01
0.9727692307692308,26.0,0.1,0.01
1.0045384615384614,26.0,0.5,0.01
1.2454615384615384,26.0,1.0,0.01
0.9448148148148149,27.0,0.0,0.01
0.9556296296296296,27.0,0.1,0.01
0.9492592592592592,27.0,0.5,0.01
1.7066666666666666,27.0,1.0,0.01
1.0752142857142857,28.0,0.0,0.01
0.9141428571428571,28.0,0.1,0.01
1.0097857142857143,28.0,0.5,0.01
1.0758571428571428,28.0,1.0,0.01
1.005103448275862,29.0,0.0,0.01
1.1713103448275863,29.0,0.1,0.01
1.088896551724138,29.0,0.5,0.01
1.0139310344827586,29.0,1.0,0.01
