gamma,l,kappa
0.5066666666666666,150.0,0.0
0.52,150.0,2.0
0.54,150.0,4.0
0.54,150.0,6.0
0.5466666666666666,150.0,8.0
0.48666666666666664,150.0,10.0
0.5599999999999999,150.0,12.0
0.5599999999999999,150.0,14.0
0.5599999999999999,150.0,16.0
0.5599999999999999,150.0,18.0
0.5666666666666667,150.0,20.0
0.53125,160.0,0.0
0.53125,160.0,2.0
